"country","countryCode","date","filterByKeyword","filterByRating","isVerified","position","product/listPrice","product/price","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant","variantAsin"
"India",,"2023-11-02",,"threeStar","true","1",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","i bought 2 of these and its good for entry level gaming but not for the stuff i wanted to do unfortunately so the cpu and motherboard i bought are waste for me gotta get 100mb l3 cache cpu 6cores. overall okay cpu i3!","R1HL2J8T2A8EHT",,,,"","Works similar like 7th gen but more cores = powerful!","https://www.amazon.in/gp/customer-reviews/R1HL2J8T2A8EHT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 2 November 2023","103","12","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-03-03",,"threeStar","true","2",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","This processor is not having internal GPU, hence if we don't have the external graphics card installed to the system, system won't boot. Please be informed with this information, I bought it without knowing this information and QA feedback shows it doesn't required additional graphics card. Don't get fooled with question and answers feedback.","R3AZNZWDUCQIWJ",,,,"4 people found this helpful","This processor requires external graphics card support, it doesn't have in built GPU.","https://www.amazon.in/gp/customer-reviews/R3AZNZWDUCQIWJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 3 March 2022","103","12","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-05-12",,"threeStar","true","3",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","Original box is to old and seal was already opened and it's not seal packed there is dust near processor packing and thermal paste is also touched by fingers so its not a seal packed processor","R11VAII1M8FKZA","https://m.media-amazon.com/images/I/81l7ZXxskoL._SY88.jpg",,,"8 people found this helpful","Its not seal packed and finger marks on thermal paste !","https://www.amazon.in/gp/customer-reviews/R11VAII1M8FKZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 12 May 2022","103","12","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-12-25",,"threeStar","true","4",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","I bought it unknowingly, coz I had no idea about the graphics card it requires before you can actually start using it. Then I bought zotak 1 gb graphics card in order to see boot logo on my screen","R27MU4M60XV5WA",,,,"One person found this helpful","One of the best but be cautious","https://www.amazon.in/gp/customer-reviews/R27MU4M60XV5WA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 25 December 2021","103","12","Pattern Name: Processor","B08LKJPR5X"
"Japan",,"2022-06-21",,"threeStar","true","5",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","安くそこそこのPC を作るにはこれ1択","R3F9S5CZIJ16FD",,,,"3 people found this helpful","重い作業は出来ません。",,"Reviewed in Japan on 21 June 2022","103","12","Pattern Name: Processor","B08LKJPR5X"
"Mexico",,"2024-04-06",,"threeStar","true","6",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","nunca lo pude probar, pero supongo que no es mal procesador para tareas de ofimática y cosas que no requieran gran poder de procesamiento","RUV0PO296VLSR",,,,"","basico",,"Reviewed in Mexico on 6 April 2024","103","12","Pattern Name: Processor","B08LKJPR5X"
"Canada",,"2022-08-04",,"threeStar","true","7",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","it is the first cpu who is not an i5-i7-i9 or ryzen 5-7-9 i have usedfor first impression it seems ok for it’s price... i’m not wrong... for a 100$ cpu it is definitely worth it.... but budget builds always have those ""compromises""it’s 6Mo cache makes it stuttery when something that happend havn’t happend since the pc was turned on ( shooting with a pistol for example does this, you swap to your main weapon and the first bullet also drop the fps )that is why i’ve always stayed out of ""budget builds"" but when you need a temporary build... there are compromises to be done.... but this cpu still runs better than my laptop who has an i7-7700HQ so... not bad ;)this cpu is what i expected to perform like for it’s price... not horribly slow neither great at multi taskingwhat else can i say beside you really get what you pay for?","RPYOZT76MQW4K",,,,"","not the most responsive pc i’ve used",,"Reviewed in Canada on 4 August 2022","103","12","Pattern Name: Processor","B08LKJPR5X"
"United States",,"2022-06-20",,"threeStar","true","8",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","Thanks One True God!For first look this cpu looks good in good price.You get 4 cores + 8 threads in basic intel i3 cpu.But! After 10 years from Core 2 due, 10 series!!!This is a big shame to intel that go up litlle andmore little in 10-20% any year... and after i buyi see this i3 10100 CPU even not support 3200MHz memory, it support 2666 MHz only and itlook like you can't even OC it from FSB to go up!You can use 3200 MHz memory on board butCPU deforce it to work on 2666 MHz! it meansthat motherboard can work at 3200 MHz butthe cpu will force it to work at 2666 MHz only!Shame! This limit you too to low memory speed.But if you buy AMD CPU like old Ryzen 3 3300Xor new one like Ryzen 5 5500 that faster in 13%in games, you get support of 3200 Mhz in Box!!!Even AMD chipset boards support in it and OC!!!So Shame to intel! and i don't want to talk onit's very bad GPU that in this case don't have.AMD CPU is betther choise from all intel CPU!!!Betther we pay for who is think what he sale....","R1WXSTJ9RG4MX7",,,,"3 people found this helpful","Not Support 3200MHz memory! Shame!",,"Reviewed in the United States on 20 June 2022","103","12","Pattern Name: Processor","B08LKJPR5X"
"United States",,"2023-01-10",,"threeStar","true","9",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","Doesn't have Graphics components, several Linux distros just wouldn't boot.","R270EOSCAWC70I",,,,"","Linux, your Mileage may vary..",,"Reviewed in the United States on 10 January 2023","103","12","Pattern Name: Processor","B08LKJPR5X"
"United States",,"2021-12-12",,"threeStar","true","10",,,"B08LKJPR5X","3","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&language=en","This cpu is obviously used seeing as there’s thermal paste on it. I didn’t buy this product as used. As long as it works I won’t return it, but still… piss poor.","R3AJFQHIL2NB7Q",,,,"2 people found this helpful","Used CPU - Beware",,"Reviewed in the United States on 12 December 2021","103","12","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-02-14",,"fourStar","true","1",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","The most important thing is to notice that in this 10100F model needs an external graphics card. That makes it a costly processor.","RBT6O50U94X0M",,,,"8 people found this helpful","10100F needs external graphic card.","https://www.amazon.in/gp/customer-reviews/RBT6O50U94X0M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 14 February 2022","352","36","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-07-10",,"fourStar","true","2",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","If you are buying this processor you need to have external graphics card , it doesn't have inbuilt VGA output...u need to spend extra on a external graphics card. Better go for 10100, the one without F...","R3D7GP3FBPA5LE",,,,"10 people found this helpful","Need to hv external graphics card","https://www.amazon.in/gp/customer-reviews/R3D7GP3FBPA5LE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 10 July 2021","352","36","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-03-11",,"fourStar","true","3",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Excellent 10th gen processor without graphics. Only Suitable for gaming pc's with higher pci graphic cards. Without graphics card, output display will not be available. Thanks Amazon & the provider.","R16JNWN8PYL20W",,,,"2 people found this helpful","Good","https://www.amazon.in/gp/customer-reviews/R16JNWN8PYL20W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 11 March 2022","352","36","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-02-21",,"fourStar","true","4",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","This processor require graphics card without graphics card it will not run","R15CS7P60OIA7J",,,,"One person found this helpful","Need to Graphics card","https://www.amazon.in/gp/customer-reviews/R15CS7P60OIA7J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 21 February 2022","352","36","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-09-12",,"fourStar","true","5",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","","R1MOR5JCKWSHAZ","https://m.media-amazon.com/images/I/81TaltZhj-L._SY88.jpg","https://m.media-amazon.com/images/I/81i5bjIkgjL._SY88.jpg",,"2 people found this helpful","Good product","https://www.amazon.in/gp/customer-reviews/R1MOR5JCKWSHAZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 12 September 2021","352","36","Pattern Name: Processor","B08LKJPR5X"
"Japan",,"2023-07-30",,"fourStar","true","6",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","安くても良い品物です。","R14NXJWEQL5O6Z",,,,"","問題無し",,"Reviewed in Japan on 30 July 2023","352","36","Pattern Name: Processor","B08LKJPR5X"
"United Kingdom",,"2021-02-24",,"fourStar","true","7",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Gud","R15Q8JZT09HQ5E",,,,"16 people found this helpful","Very good",,"Reviewed in the United Kingdom on 24 February 2021","352","36","Pattern Name: Processor","B08LKJPR5X"
"Brazil",,"2023-03-24",,"fourStar","true","8",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","ótimo custo beneficio","R2J7XIJV15J7FW",,,,"","Muito bom!",,"Reviewed in Brazil on 24 March 2023","352","36","Pattern Name: Processor","B08LKJPR5X"
"Canada",,"2021-11-21",,"fourStar","true","9",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Right now pricing on pc components have gone through the roof in pricing but if your looking to get into gaming for cheap.. you can't go wrong.. I've mixed it with a 1660super and it runs anything thrown at it @1080p/75fps min on high which is perfect for a starter build.. but if you can get your hands on a rx570 or 1650. You can make a pretty impressive and cheap system","R2C2CLYXLC0U8S",,,,"One person found this helpful","Best bang for buck in 2021 silicon shortage",,"Reviewed in Canada on 21 November 2021","352","36","Pattern Name: Processor","B08LKJPR5X"
"Mexico",,"2022-01-29",,"fourStar","true","10",,,"B08LKJPR5X","4","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Es muy buen procesador para su precio es muy rápido y trabaja con multitareas y buenos fps en juegos, recomendado.","R2QFRQCT70HRIY",,,,"One person found this helpful","Es un procesador calidad precio",,"Reviewed in Mexico on 29 January 2022","352","36","Pattern Name: Processor","B08LKJPR5X"
"India",,"2023-10-15",,"fiveStar","true","1",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Good product","R3MO8UUJ8Q9Y",,,,"4 people found this helpful","Good","https://www.amazon.in/gp/customer-reviews/R3MO8UUJ8Q9Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 15 October 2023","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2023-10-03",,"fiveStar","true","2",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Kerala Kozhikode","R2QHBVADY9A5GD",,,,"One person found this helpful","Good product 👍","https://www.amazon.in/gp/customer-reviews/R2QHBVADY9A5GD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 3 October 2023","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-08-16",,"fiveStar","true","3",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","This is as a good processor but this processor requires separate graphics card. Without graphics card there will be no display.","R30U3WVPJQ3M81",,,,"13 people found this helpful","One important point is missing from the Product Title.","https://www.amazon.in/gp/customer-reviews/R30U3WVPJQ3M81/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 16 August 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2023-02-09",,"fiveStar","true","4",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Sexy processor i3 10100F beat i7 9generation","R2ET9HYBKYE0SN",,,,"3 people found this helpful","Vs","https://www.amazon.in/gp/customer-reviews/R2ET9HYBKYE0SN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 9 February 2023","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-09-14",,"fiveStar","true","5",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","This processor is very nice and vey cheap","R1B19WM6U6VYAD",,,,"One person found this helpful","Best processor in this price","https://www.amazon.in/gp/customer-reviews/R1B19WM6U6VYAD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 14 September 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-12-10",,"fiveStar","true","6",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","","R2CBOW2V5S72U2","https://m.media-amazon.com/images/I/81gi68wd-NL._SY88.jpg",,,"8 people found this helpful","this cpu needs Gpu to show display","https://www.amazon.in/gp/customer-reviews/R2CBOW2V5S72U2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 10 December 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-10-27",,"fiveStar","true","7",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","No graphic","R1Q7JCVO3OIPSX",,,,"4 people found this helpful","No graphice","https://www.amazon.in/gp/customer-reviews/R1Q7JCVO3OIPSX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 27 October 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-06-16",,"fiveStar","true","8",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","","R3JDZW60SE0NFG","https://m.media-amazon.com/images/I/81PpzsUwPUL._SY88.jpg",,,"","Valo","https://www.amazon.in/gp/customer-reviews/R3JDZW60SE0NFG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 16 June 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-01-12",,"fiveStar","true","9",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Awesome","R3O44CF9LL9OML",,,,"","Value For Money , Awesome Processer","https://www.amazon.in/gp/customer-reviews/R3O44CF9LL9OML/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 12 January 2022","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-02-06",,"fiveStar","true","10",,,"B08LKJPR5X","5","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Best processor for money. Quad core. 8 threads. I cant complain.","RGZWG9Y753VKY",,,,"One person found this helpful","Good for gaming.","https://www.amazon.in/gp/customer-reviews/RGZWG9Y753VKY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 6 February 2021","2144","192","Pattern Name: Processor","B08LKJPR5X"
"India",,"2023-04-27",,"twoStar","true","1",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","It not runs without graphics card.","R2NU67KGF9191M",,,,"2 people found this helpful","not run without exra graphics Card.","https://www.amazon.in/gp/customer-reviews/R2NU67KGF9191M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 27 April 2023","22","8","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-09-28",,"twoStar","true","2",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","Product batch number is different on Product and invoice, due to this intel not showing warranty. Return pickup man is not picking it because document data and Product  data is different","R2878PYRDAN5BN",,,,"One person found this helpful","Something wrong","https://www.amazon.in/gp/customer-reviews/R2878PYRDAN5BN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 28 September 2021","22","8","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-12-11",,"twoStar","true","3",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","गलती से भी इस प्रोसेसर को मत लेना, मैं ले कर पछता रहा हु। ये बिना ग्राफ़िक का हैं।","R37J9X6S66WDXX",,,,"3 people found this helpful","गलती से भी इस प्रोसेसर को मत लेना","https://www.amazon.in/gp/customer-reviews/R37J9X6S66WDXX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 11 December 2021","22","8","Pattern Name: Processor","B08LKJPR5X"
"India",,"2021-09-04",,"twoStar","true","4",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","This motherboard will not work without external video card. No video on board.","R127EEGUW9JTPE",,,,"One person found this helpful","This motherboard will not work without external video card. No video on board.","https://www.amazon.in/gp/customer-reviews/R127EEGUW9JTPE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 4 September 2021","22","8","Pattern Name: Processor","B08LKJPR5X"
"India",,"2022-04-04",,"twoStar","false","5",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","very bad packing product and Not secure product. fan quality is very bad. Give you two star. This product very hight price  but not proper secure parking.","RQD8QYKQW44W8",,,,"6 people found this helpful","Bad packing product.","https://www.amazon.in/gp/customer-reviews/RQD8QYKQW44W8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08LKJPR5X","Reviewed in India on 4 April 2022","22","8","Pattern Name: Processor","B08LKJPR5X"
"United States",,"2022-12-23",,"twoStar","true","6",,,"B08LKJPR5X","2","https://www.amazon.in/product-reviews/B08LKJPR5X?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&language=en","Had this product in my PC for about 3 months with no issues, tho cpu light was on since the time I built it (it worked fine so I assumed it was a problem with the motherboard) CPU worked just okay for gaming (at 1440p didn't agree with this cpu, was at around 90% utilization in games, especially desting 2) but this thing was a temp cpu until I had the bread to upgrade so I couldn't really complain. This thing did show its weaknesses in productivity, where the cpu struggled with multiple programs open at once. All was well until two weeks ago, when the computer wouldn't turn on. Extremely fortunate to have a local micro center, so I went there and paid $40 for a diagnosis that the cpu was dead. Thanks Intel.","R1K06QOQXO4NLK",,,,"","Defective CPU",,"Reviewed in the United States on 23 December 2022","22","8","Pattern Name: Processor","B08LKJPR5X"
